公司名称,公司logo链接,公司详情链接,行业,创立时间,公司位置,融资情况,基本信息,公司Tag,公司规模,公司状态
旮旯,https://cdn.itjuzi.com/images/72d038659792d47bf08ba63936fbe95b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83208,本地生活,2017.1,北京·朝阳区,暂未收录融资信息,旮旯是一个智能回收终端服务平台，以“物联网+娱乐”的回收模式培养用户习惯，用一些当下流行的方式促使用户主动投递废品，进而产生收益，为上游用户提供数据支持，为下游用户提供回收服务。平台通过再生资源回收、数据服务、广告、加盟合作等来获得盈利。,节能环保、本地生活、回收、其他生活服务,10-15人,运营中
深圳市锦宏佳科技有限公司,https://cdn.itjuzi.com/images/dec48a5666ab818ee732d495626a63f9.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83209,汽车交通,2013.6,广东·深圳市,暂未收录融资信息,邦邦车是一个汽后B2B综合服务平台，通过汽修招聘为切入口，为维企提供涵盖人员、配件精品、产品设备、技术交流及培训在内的服务服务。,汽车交通、汽车后服务,不明确,运营中
盘古天地（北京）科技有限公司,https://cdn.itjuzi.com/images/bc87adb881598e9d595e3a0d23dfe6f3.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83210,电子商务,2017.6,北京·朝阳区,暂未收录融资信息,野泡芙是一个美妆自营电商。它面向中产阶级女性，为其提供口红、面膜、护肤品等商品，隶属于盘古天地（北京）科技有限公司。,电子商务、化妆品,10-15人,运营中
西安睿橙智能科技有限公司,https://cdn.itjuzi.com/images/d136a54bbe8ef629dbb9d36d534c4eb1.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83211,硬件,2015.9,陕西·西安市,暂未收录融资信息,睿橙管家是一家智能家居产品研发商，致力于提供智能家居解决方案，定位B端用户，以技术积淀为需求企业建立物联网开放平台。目前有睿橙物联网平台和多项睿橙智能家居产品。,软硬件结合、物联网、硬件、智能家居,15-30人,运营中
北京森林互娱科技有限公司,https://cdn.itjuzi.com/images/5dd11ad2dd9601a215853d06703046d9.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83213,游戏,2016.8,北京·昌平区,暂未收录融资信息,  森林互娱注册成立于2016年8月，公司主要以休闲类、棋牌类游戏为产品核心，研运一体为宗旨，力求做正宗的中国本土棋牌游戏。公司提供丰厚的薪酬和最完善的福利制度，提倡打破层级部门的氛围，建立开放、平等、务实的企业文化，全力帮助每一个不甘平庸的员工，实现自己的职业理想。公司立志做一流的游戏开发和运营商。  ,休闲益智、棋牌游戏、游戏、游戏综合服务,暂未收录,运营中
北京阳光博客文化艺术有限公司,https://cdn.itjuzi.com/images/747e7b679aa53f1b9313989756261b1d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83215,文化娱乐,2005.4,北京·海淀区,暂未收录融资信息,阳光博客主要从事国内及海外畅销图书的出版及发行工作，公司以非虚构类阅读为主要出版方向，在思维训练、健康生活、自我提升、少儿绘本等四大领域，汇聚全球智力成果，服务中国年轻一代，致力于为9-19岁青少年，25-40岁高端人士提供高品质的精神食粮。,艺术、文化娱乐、图书影音,50-100人,运营中
潍坊线头网络科技有限公司,https://cdn.itjuzi.com/images/808fffdaa74253381a0b1c9c33e30de8.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83216,本地生活,2017.4,山东·潍坊市,暂未收录融资信息,线头公益是一个公益交互平台，由大事件、义举、圈子等几个功能组成；并将视频、体育文化发展以及线上线下的活动融入到了慈善平台中，用户可以通过对视频的分享、原创视频的展示、粉丝互动以及对相应体育文化项目的体验参与来获得虚拟货币——线头，从而进行公益捐赠。,公益、本地生活、其他生活服务,不明确,运营中
上海商米科技有限公司,https://cdn.itjuzi.com/images/bb68f9bcd8a2eff911f2df6239659fc6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83217,硬件,2013.12,上海·杨浦区,2017.8C轮亿元及以上人民币,商米科技是一家移动支付智能硬件研发商，专注为O2O互联网平台，软件开发商、中小型商户提供智能商用硬件设备，以及为实体商户提供移动互联网化的智能商用硬件解决方案。,支付、硬件、其他硬件服务,300-500人,运营中
深圳市特益盟进出口有限责任公司,https://cdn.itjuzi.com/images/92ac9755abd27c19ab7dd2cbd6ff8f38.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83218,物流,2014.4,广东·深圳市,暂未收录融资信息,特益盟是一家从事经营货物及技术进出口国内贸易，信息咨询的团队，我们的成员拥有多年的国际贸易，境外电商的经验，我们平均年龄仅28岁，充满了朝气和创新精神。我们的客户遍布全球200多个国家，我们来自五湖四海，因为一个共同的梦想聚集在一起：把最新颖、最时尚、最个性的产品传送到世界的每一个角落！,跨境物流、物流,50-100人,运营中
浏阳市极购电子商务有限公司,https://cdn.itjuzi.com/images/a7861c73085889197d7056ad2ff144e2.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83219,房产服务,2017.5,湖南·长沙市,暂未收录融资信息,极购爱家是一个装修信息资源共享平台，致力于打造装饰辅材一站式采购平台和装修信息资源共享的平台，隶属于浏阳市极购电子商务有限公司。,房产服务、装修装潢、装修平台,10-15人,运营中
深圳市小崔法律服务有限公司,https://cdn.itjuzi.com/images/e3346038a4c45a63bf39586a5be0d350.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83220,企业服务,2016.7,广东·深圳市,暂未收录融资信息,小崔说法是一家法律专注于股权激励、股权设计、股权融资、传统企业转型升级、法律顾问等领域。主要业务模块有股权顶层设计、项目上市孵化、企业转型升级、传统律师业务。,本地生活、企业服务、法律服务,暂未收录,运营中
北京亿立永基商业管理有限公司,https://cdn.itjuzi.com/images/ab2cc8a044d4d7e9588218754f1b6015.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83221,电子商务,2014.2,北京·昌平区,2015.4天使轮未透露,零时尚是一家女装搭配服务商，通过线下实体店和共享试衣间，为用户提供服装搭配和配送服务，隶属于北京亿立永基商业管理有限公司。,女性经济、电子商务、服装服饰、女装、女性创业者,暂未收录,运营中
西安聚腾企业管理咨询有限公司,https://cdn.itjuzi.com/images/5d832de326d46a6068fccbfeae21c6c6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83222,企业服务,2015.1,陕西·西安市,暂未收录融资信息,聚腾企业管理咨询为中国中小企业提供“咨询、投资、上市”等服务。集团旗下包括：聚英国际、华聚资本、金指投科技。十多年来聚英教育集团始终致力于“让您学有所成，让教育成就梦想”的企业使命，以“您的满意是我们永恒的追求”为企业服务理念，为聚英学员提供最优质、最高端的教育培训服务，并帮助无数聚英学子实现人生理想。,企业服务、综合企业服务、其他企业服务,不明确,运营中
广州音爵信息科技有限公司,https://cdn.itjuzi.com/images/fe966bfc094bc594f9f7b632a216e736.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83223,教育,2017.6,广东·广州市,暂未收录融资信息,enjoying音觉是一家专注于音乐教学与音乐娱乐的企业，以吉他为切入点，用智能化科技化的方式，致力于让乐器学习更简单，隶属于广州音爵信息科技有限公司。,APP、教育、兴趣教育、音乐、乐器乐谱,5人以下,运营中
北京壹合互动科技有限公司,https://cdn.itjuzi.com/images/57a079de164391aceec5c55594642b57.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83225,工具软件,2016.8,北京·海淀区,暂未收录融资信息,壹合互动是一家基于大数据的营销自动化平台服务商，我们的团队包括软件工程师、营销专家、解决方案专家、以及客户经理等专业人才，与我们的合作伙伴及客户紧密合作，并为他们提供能够最终达成其战略及营销目标的定制化解决方案。公司致力于为客户提供数字营销战略、移动社交营销整合、大数据分析、集客营销、营销云平台等一站式解决方案，持续为客户提供数字营销创新力。,工具软件、其他工具、大数据营销、大数据技术,30-50人,运营中
厦门鲜喵网络科技有限公司,https://cdn.itjuzi.com/images/b85db26dc9611902504a72fca50442fc.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83226,企业服务,2017.4,福建·厦门市,2017.5Pre-A轮未透露,鲜喵是一家办公室早餐、零食自助售卖运营商，利用智能售货机为白领提供早餐、零食、下午茶、水果，通过同城配送补货货物集散点一般在订单最密集区域停放货车并直接分发，用户自助购买同时可以个性化预定，平台根据订单统计预定类产品供应商备货。,企业服务、其他企业服务、零食、自助贩卖机,暂未收录,运营中
上海十达工贸发展有限公司,https://cdn.itjuzi.com/images/1812874f8781cf821d0392546c48e48d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83227,电子商务,2008.7,上海·宝山区,暂未收录融资信息,十达工贸是一家电子商务公司，业务涉及钢材供应链的整个代理、分销和零售等环节，从简单加工到深加工，包含了几乎所有使用钢材的终端客户。它是一家专门针对终端加工制造企业的钢材自营式、全流程服务的电商平台。以此作为载体，致力于形成一个集采购、加工、储运、售后服务一体化的电子商务系统。,供应链、电子商务、大宗商品、钢铁、代理、批发,300-500人,运营中
未来机器人（深圳）有限公司,https://cdn.itjuzi.com/images/b2417516e324b81ad41e7f6ccf7efff4.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83228,硬件,2016.2,广东·深圳市,2016.5天使轮数千万人民币,VisionNav未来机器人是一家工业车辆视觉无人驾驶解决方案提供商，专注于工业车辆视觉无人驾驶技术的研发和应用，致力于为用户提供基于工业单目摄像头的VSLAM软硬件解决方案。,机器人、硬件、视觉技术、无人驾驶,30-50人,运营中
杭州联呈电子商务有限公司,https://cdn.itjuzi.com/images/5e276e51ee6ac1c0fb2a6c429d4cb62d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83230,电子商务,2014.8,浙江·杭州市,暂未收录融资信息,联呈电子是一家电子商务公司，从事批发、零售：服装、箱包、鞋帽、皮革制品、办公用品、数码产品、日用百货；服务：服饰设计、企业管理咨询等越玩越，致力于坚持用户至上，用心服务于客户，用自己的服务去打动客户，公司秉承“保证一流质量，保持一级信誉”的经营理念，坚持“客户第一”的原则为广大客户提供优质的服务。,电子商务、服装服饰、箱包、服装鞋帽,不明确,运营中
北京五度星空文化传媒有限公司,https://cdn.itjuzi.com/images/53053156e320988922b706bba50e6e70.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83234,文化娱乐,2017.6,北京·朝阳区,暂未收录融资信息,五度星空是一家新媒体供应商，从事与文化传媒，有强大的强大的多元网红合作阵容，与国内各大代理公司合作，致力于成为行业领先的内容营销服务提供商。,企业服务、文化娱乐、文化艺术,不明确,运营中
成都空御科技有限公司,https://cdn.itjuzi.com/images/6878cdea4d51a24d056d97cbca52d1c6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83237,硬件,2014.8,四川·成都市,暂未收录融资信息,成都空御科技有限公司成立于2014年8月，公司创始团队来自国内大型研究所，汇聚了清华、北航等名校精英，是一家从事复杂电子设备研发的高科技公司。公司主要面向企事业单位、政府、公安、军队各级用户，致力于低功率雷达、无线电监测设备、安防设备等产品的研发、生产、销售及技术服务，相关产品全部具有自主知识产权，性能指标国内领先。公司将立足于行业应用，实行军民融合的发展战略，并积极开拓国际市场，力争在几年内成为行业领跑者。作为研发型高科技公司，公司实行扁平化管理，打造轻松和谐的工作氛围，倡导积极向上、共同成长的工作理念，空御期待您的加入！,安防设备、硬件、综合硬件、无线电、电子设备,15-30人,运营中
深圳市惊喜网网络有限公司,https://cdn.itjuzi.com/images/20e3e13678a38390dd84ffc7749be34c.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83239,电子商务,2014.9,广东·深圳市,暂未收录融资信息,"惊喜网是一家创新型电子商务公司,主要从事互联网推广业务，致力于创新自由的理念来网络人才。",综合电商、互联网思维,50-100人,运营中
信阳市海豚多多电子商务有限公司,https://cdn.itjuzi.com/images/111f506e69a73e9609d01195f0dd2671.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83241,医疗健康,2017.3,河南·信阳市,暂未收录融资信息,海豚多多是一家诊所SAAS模式信息化平台，专注于打造互联网基层医疗信息服务平台，隶属于信阳市海豚多多电子商务有限公司。,SAAS、医疗健康、医疗信息化,10-15人,未上线
上海灰熊文化传播有限公司,https://cdn.itjuzi.com/images/8d9d4f91cf681d7ac948b44674193638.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83243,广告营销,2015.2,上海·奉贤区,2017.9天使轮1500万人民币,笨熊智酷是一家数字化媒体营销服务提供商，已经整合影视制作、公关互动、品牌设计、艺人经纪等几个板块，形成了以互联网影视制作为核心竞争力的战略格局。,媒体及阅读、文化娱乐、数字营销,暂未收录,运营中
上海好学网络科技有限公司,https://cdn.itjuzi.com/images/e8bbf4547899f87e2779c877073908e4.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83244,教育,2011.9,上海·徐汇区,暂未收录融资信息,上海好学是一家教育课程产品研发商，致力于中小学英语口语训练、口语评测、口语考试、智慧课堂等产品的研发。,教育、教育信息化、英语口语,暂未收录,运营中
上海盛煦企业管理咨询有限公司,https://cdn.itjuzi.com/images/915cd698856a294dbb1ebeda722e06bb.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83246,房产服务,2015.1,上海·长宁区,2017.9B轮1.83亿美元,盛煦地产是一家物业投资及资产管理服务商，致力于收购优质物业资产，并改造为长租服务式公寓和商业物业，进行改造后的持有出租经营及资产管理。,汽车交通、商业房产、长租公寓,暂未收录,运营中
杭州海笙乐科技有限公司,https://cdn.itjuzi.com/images/d34c7424d0b7055e7cc4a078d1a9a53d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83247,文化娱乐,2015.5,浙江·杭州市,2015.5天使轮500万人民币,海笙乐科技是一个明星专属直播互动平台。该平台提供明星日常、在线专属演唱会、歌友会、见面会、互动综艺节目等等。超级巨星该软件功能具有：节目定制、直播互动、精彩回放、粉丝福利、预告提醒等，隶属于杭州海笙乐科技有限公司。,直播、明星粉丝、综合文娱、文化娱乐,15-30人,运营中
新娱时代网络科技（北京）有限公司,https://cdn.itjuzi.com/images/0ed3ecbb801d5c7e36ef1f35a738a047.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83248,文化娱乐,2016.9,北京·海淀区,暂未收录融资信息,   Newestage是一家服务于全球市场，为用户传递快乐，激励梦想的新型互联网公司。通过尖端的互联网科技，优秀的产品设计和体验，致力于通过娱乐连接人与人，为用户打造新一代的移动在线娱乐平台。该在继续深耕StagerLive品牌和产品的同时，也会扩展更多线上线下的业务领域，全面打通线上影响力与线下娱乐行业、单个国家与国际化的产业链条，致力于成为具有国际影响力的泛娱乐产业运营商。,综合文娱、社交网络、互联网+、互联网思维,不明确,运营中
成都环博软件有限公司,https://cdn.itjuzi.com/images/67a7e4ff82d9a39342bdde5df931f8c6.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83249,教育,2009.4,四川·成都市,暂未收录融资信息,环博软件是一家教育信息化软件系统供应商，面向区县教育局及各中小学校，为全国各中小学提供智慧校园建设方案，为省市区县级教育局提供智慧教育公共服务平台。,开发商、教育、教育信息化,暂未收录,运营中
上海潜象网络科技有限公司,https://cdn.itjuzi.com/images/0912fdd8efb0944f8caef42ed781f7ed.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83251,物流,2016.12,上海·徐汇区,暂未收录融资信息,小象驿站是一家快递物流企业提供社区前置仓配服务商，改造快递末端派送模式，大量降低人工成本，提升末端派送效率，隶属于上海潜象网络科技有限公司。,APP、仓储服务、同城配送、物流,15-30人,运营中
深圳大森智能科技有限公司,https://cdn.itjuzi.com/images/0ff70d1349af68a2552f6af4ae264008.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83252,医疗健康,2016.5,广东·广州市,暂未收录融资信息,大森智能是一家医疗健康领域的软硬件AI产品研发商，引导民生健康理念由“被动治疗”向“主动预防”转变。拥有多款POCT产品，2C的软件产品包含疾病模型、健康趋势预测、健康评测等功能。累积申请专利70余篇，隶属于深圳大森智能科技有限公司。,人工智能、医疗健康、医疗器械及硬件,10-15人,运营中
合肥联拓金融信息服务有限公司,https://cdn.itjuzi.com/images/6485d8e8612ced8a3aa91707eadeea10.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83254,金融,2013.9,安徽·合肥,暂未收录融资信息,联拓金融是一家提供企业钱包服务的互联网金融公司，旗下产品收款小精灵，能够无缝对接市场上90%的主流收银软件，加一个收款码、扫码枪或扫码盒就可以实现移动支付。,移动支付、Fintech金融科技、金融、支付、POS机、收银系统,50-100人,运营中
北京和铃文化传媒有限公司,https://cdn.itjuzi.com/images/ba9ae02576e042810e869b4cc1fda740.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83255,电子商务,2017.7,北京·朝阳区,暂未收录融资信息,和铃文化是一家社区社群模式的公益电商生态体系的社会企业，通过这种商业模式解决慈善圈公信度透明度及慈善没有自我供血等问题。谁掌握了终端就意味着掌握了商战的主动权！而我们快速取得社区居民的信任。,社群经济、社区、电子商务,5人以下,运营中
北京凡云科技有限责任公司,https://cdn.itjuzi.com/images/640890277e73c3821cbf85aacf089b4e.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83256,农业,2016.12,北京·朝阳区,暂未收录融资信息,凡云科技是一家劳动工具智能服务商，隶属于北京凡云科技有限责任公司。,人工智能、农业、智慧农业,10-15人,运营中
广州视介文化传播有限公司,https://cdn.itjuzi.com/images/6db1a56cd258ce2329580598bce61b1f.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83257,广告营销,2017.3,广东·广州市,暂未收录融资信息,视介文化是一个动画影像创意团队，专注于MG动画的创意与设计，使用策划、设计、绘画、动画、特效及多种创新形式，以动态视觉语言对品牌与内容进行创意呈现，致力于为客户设计动画作品，实现品牌价值最大化，隶属于广州视介文化传播有限公司。,动画、广告营销、整合营销传播、设计及创意、视频制作,30-50人,运营中
山东珠宝匠电子商务有限公司,https://cdn.itjuzi.com/images/1701fac6c8f8378b3d802906e21d213b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83258,电子商务,2016.7,山东·威海市,暂未收录融资信息,珠宝匠是一家以内容+社区+平台+产品的模式，打造的珠宝玉石众包社区和垂直平台，服务于消费者，为他们提供靠谱、好玩的珠宝购买体验，汇集原创设计师，并为他们提供便捷、专业、优质的服务，隶属于珠宝玉石众包社区和垂直平台。,设计及创意、电子商务、珠宝首饰、奢侈品、设计师平台,30-50人,运营中
上海森宿国际贸易有限公司,无公司logo图片,https://www.itjuzi.com/company/83259,电子商务,2016.12,上海·浦东新区,暂未收录融资信息,森宿时尚是一家专注于做奢侈品以及欧美设计师品牌线上集合店,电子商务、服装服饰、设计师,不明确,运营中
广州澎澎游科技有限公司,https://cdn.itjuzi.com/images/d39bf87ea21a6654e1243e458a887225.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83260,游戏,2016.12,广东·广州市,暂未收录融资信息,澎澎游是一家集游戏发行、推广运营为一体的网络公司，现已覆盖10多款热门游戏，与国内多家游戏公司建立合作关系，业务覆盖“游戏独家代理、GS游戏服务、游戏联合运营、评测、推广及网络视频主播”等项目，隶属于广州澎澎游科技有限公司。,游戏、游戏综合服务、代理,30-50人,运营中
广州市源瑞信息科技有限公司,https://cdn.itjuzi.com/images/d48c373bd5824f44ac78bd0c4ac66da7.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83261,工具软件,2009.1,广东·广州市,暂未收录融资信息,源瑞科技是一家以轨道交通PIS代维业务起步，现集研发、生产、销售、服务于一体，专注于轨道交通乘客信息系统、运营管理系统等一站式服务解决方案的企业，系列提供自主研发的列车乘客信息PIS系统、视频监控CCTV系统、广播系统、智能工具柜、钥匙管理系统等车载和运营管理系统产品和解决方案，隶属于广州市源瑞信息科技有限公司。,工具软件、系统工具、行业信息化及解决方案、系统研发、轨道交通,50-100人,运营中
浙江小马出行科技有限公司,https://cdn.itjuzi.com/images/12738d1bc84840e39acafafbdd0c1903.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83263,汽车交通,2017.6,浙江·杭州市,暂未收录融资信息,用小马出行是一家打造国内首家全网租车资源共享平台，提供城内+城际无缝接送服务，专业司机+专业车辆为乘客提供贴心的乘车体验。致力于提升用户体验，创造社会价值，建设高效、快捷、可持续的移动出行新生态。,租车、汽车交通、交通出行,不明确,运营中
深圳银马资产管理有限公司,https://cdn.itjuzi.com/images/9cca960b5db7fa67e0c78006527001a8.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83264,金融,2014.7,广东·深圳市,暂未收录融资信息,银马资产是一家主要从事受托资产管理、投资咨询、经济信息咨询等服务的金融咨询公司，投资管理通过电话、函件及上门对银行信用卡逾期客户进行信用卡催收，隶属于深圳银马资产管理有限公司。,金融、理财、金融咨询、资产管理,30-50人,运营中
小蜜蜂互联（北京）消防信息技术有限公司,https://cdn.itjuzi.com/images/d03b1dc7613bc551984e775a85fae399.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83266,企业服务,2016.12,北京·西城区,暂未收录融资信息,小蜜蜂消防是准信智慧消防的控股子公司，依托准信资深的行业背景和行业资源，搭建消防服务的互联网平台，把控消防维护保养行业，消防维保产业链各环节的需求，实现整个产业的升级，提升城市消防设施安全管理水平，隶属于小蜜蜂互联（北京）消防信息技术有限公司。,平台、社交网络、行业信息化及解决方案,暂未收录,运营中
广州哔哈啵教育科技有限公司,https://cdn.itjuzi.com/images/3a6bbad430331e0b0638dc4c673436dd.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83267,教育,2017.4,广东·广州市,暂未收录融资信息,蜂窝儿童是一家教育科技公司，通过基于解决真实问题为导向（PBL）的学习方式，在学习的过程中围绕网络素养和创新能力，为学习者提供全套的综合课程和学习体验。致力于教会孩子互联网时代的学习方式。,儿童早教、汽车交通、智力开发,不明确,运营中
北京刺槐商贸有限公司,https://cdn.itjuzi.com/images/f40908874095b4e7f13fb73c188b14e5.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83268,电子商务,2011.3,北京·通州区,暂未收录融资信息,刺槐树是一家主要从事韩国进口女装销售的商贸公司，主要业务为销售韩国进口的女装服饰，在国内平台代理零售，隶属于北京刺槐商贸有限公司。,电子商务、服装服饰、跨境货源,30-50人,运营中
陕西中矿科技有限公司,https://cdn.itjuzi.com/images/c910a1bfb22b7165fb718edfab76a630.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83269,企业服务,2008.4,陕西·西安市,暂未收录融资信息,中矿科技是一家主要从事智能过程管理平台的建设及系统软件开发的公司，以中国矿业大学及相关高等院校为技术依托，发挥大学的资源及科技优势并应用与生产过程，致力于能源运输过程的智能化、安全华、信息化、透明化、规范化管理，以及汽车全球定位（北斗GPS)系统的深度整合、基于传感器、RFID、北斗（GPS）等物联网技术的系统开发，隶属于陕西中矿科技有限公司。,企业服务、行业信息化及解决方案、系统开发,30-50人,运营中
上海菜花文化传媒有限公司,https://cdn.itjuzi.com/images/c7584e010c280dcf6738cdde36fd7a2d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83270,工具软件,2015.11,上海·普陀区,2017.9Pre-A轮数千万人民币,靠谱小程序是一个智能小程序工具平台。通过小程序轻应用化的电商入口，提供多样化的产品和服务，帮助自媒体、品牌和商家实现线上线下一体化的新零售生态。隶属于上海菜花文化传媒有限公司。,微信等腾讯平台、工具软件、系统工具、小程序,不明确,运营中
北京鑫淼诚意科技发展有限公司,https://cdn.itjuzi.com/images/6b4c4f23997c2f449815f403c9d83ac4.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83271,金融,2015.6,北京·朝阳区,暂未收录融资信息,普天金安是一个互联网金融平台，秉承“普天之下，金融安全”的运营宗旨，致力于提供透明、公开、直接、安全的金融服务，普天金安率先引入国外信用管理理念，将小额借款投资管理模式与中国本土情况相结合，发展以实地信审为主，集财富投资理财服务、信审评估、客服支持和风险控制为一体的“信息化服务平台”，向有资金周转需求的小微企业或个人提供资金有偿流动的信用借款咨询和财富投资管理等一体化服务，隶属于北京鑫淼诚意科技发展有限公司。,金融信息化、金融综合服务、汽车交通、借贷,30-50人,运营中
杭州咔嚓科技有限公司,https://cdn.itjuzi.com/images/f64f9808cf2991d88dd2440fa3c20108.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83272,企业服务,2017.6,浙江·杭州市,暂未收录融资信息,KAXVR是一家致力于向企业提供良好的VR服务，促进其业务快速发展的公司，未来我们将为消费者带来高质量的VR文娱内容，并提供消费体验，隶属于杭州咔嚓科技有限公司。,企业服务、黑科技及前沿技术、VR技术、VR行业应用,15-30人,运营中
九九互联科技服务有限公司,https://cdn.itjuzi.com/images/a209c05c921c15e7457246fa7714f419.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83274,企业服务,2016.11,天津·天津市,暂未收录融资信息,九九科技是一家大宗商品供应链管理服务云平台运营公司，平台依托集团旗下煤炭行业企业，利用互联网思维和技术，整合并管理供应链上产生的所有相关数据，形成实时一供应链数据管理服务，囊括各类采、运、销、各类合同、票据、支付凭证、付款凭证、电子仓单、出入库过磅单、承运人信息、车辆、船舶信息、水尺衡重、承运实时位置数据、轨迹数据、上下游客户基础信用资料等等全方位供应链数据，隶属于九九互联科技服务有限公司。,供应链、企业服务、行业信息化及解决方案、服务平台,30-50人,运营中
深圳市火山电子商务有限公司,https://cdn.itjuzi.com/images/2efba55a3969c04735db1fd0066b1d5f.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83275,电子商务,2015.4,广东·深圳市,暂未收录融资信息,火山电商司主要经营旅游电商和实物电商。公司以深入了解产品消费需求为基础，打造整套客户服务全流程标准化处理，精通淘宝运营推广体系，具备多项爆款产品的实战打造，以及淘宝品牌推广项目全流程操盘经验，在项目合作中始终以品牌传播为核心，以客户体验为先导，深度整合行业价值。并致力于推动传统企业电子商务服务体系建设。,社交网络、其他电商服务,不明确,运营中
深圳优趣文化创意有限公司,https://cdn.itjuzi.com/images/130ab8485772f5896201161747c1a5ef.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83276,本地生活,2013.12,广东·深圳市,暂未收录融资信息,优趣文化是一家专注于青年人群居生活研究，并通过线下社区和互联网平台为青年人提供以居住为核心的生活运营服务公司，隶属于深圳优趣文化创意有限公司。,社区、本地生活、其他生活服务,30-50人,运营中
兔子数列（上海）网络科技有限公司,https://cdn.itjuzi.com/images/6925238698bc15417d15f399be3fabc4.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83277,金融,2016.1,上海·闵行区,暂未收录融资信息,兔子数列是一个开放式的贷款经纪人平台，为个人消费者和小微企业提供便捷、安全的消费贷款、企业贷款；为金融机构搭建产品营销推介平台，推出贷款申请者信用评级和增信等服务，同时，帮助机构低成本接触优质资产端。,金融、借贷、信用评级,不明确,运营中
杭州米之发信息科技有限公司,https://cdn.itjuzi.com/images/7726828682210d7402d1b1f8b9189906.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83278,金融,2017.4,浙江·杭州市,暂未收录融资信息,杭州米之发是一家致力于提供便捷的金融服务的金融公司，运用互联网大数据作为主要征信源，建设多维风控模型及智能信审系统，推出了米发钱包APP，隶属于杭州米之发信息科技有限公司。,金融信息化、汽车交通、金融服务平台,15-30人,运营中
奉泰经纬（北京）信息咨询有限公司,https://cdn.itjuzi.com/images/4da463623e40d80aa3d51fb74127bb82.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83279,硬件,2013.12,北京·丰台区,暂未收录融资信息,搞二手的目标是做二手工程机械B2B信用交易平台。主要从事二手工程机械交易。目前已经通过运营《中国二手挖掘机联盟》这个社群。,其他硬件服务、工具软件、机械配件,不明确,运营中
